idhogar,rooms,r4m1,r4t1,paredblolad,pisomoscer,pisocemento,cielorazo,epared1,epared3,etecho1,etecho3,eviv1,eviv3,hogar_nin,edjefe,meaneduc,overcrowding,SQBescolari,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBmeaned,wall_material,floor_material,wall_quality,roof_quality,floor_quality,walls+roof+floor_quality,no_basic_facilities,extra_facilities,v18q-min,estadocivil1-sum,estadocivil1-mean,instlevel1-max,instlevel1-sum,instlevel1-mean,instlevel2-max,instlevel2-sum,instlevel2-mean,instlevel8-max,instlevel8-sum,instlevel8-mean,escolari-min,escolari-max,escolari-sum,escolari-mean,Target
9c78c7468,9,0,0,0,1,0,1,0,1,0,1,0,1,3,21.0,24.5,1.0,441,441,9,1.0,600.25,4,0,2,2,2,6,1,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,7,21,63,12.6,4
190fd37f1,5,1,1,1,1,0,1,0,0,0,1,0,1,1,6.0,5.3333335,1.3333334,36,36,1,1.7777778999999998,28.444447,0,0,1,2,2,5,1,4,1,1,0.25,0,0,0.0,1,2,0.5,0,0,0.0,1,6,17,4.25,4
69e16e1a1,6,1,1,1,1,0,1,0,1,0,0,0,1,1,0.0,7.1999998,1.5,36,0,1,2.25,51.839996,0,0,2,1,2,5,1,3,1,1,0.16666666666666666,0,0,0.0,1,2,0.3333333333333333,0,0,0.0,2,11,38,6.333333333333333,4
a475b0940,4,1,1,1,1,0,1,0,0,0,0,0,1,1,9.0,9.25,1.6666666,81,81,1,2.7777777,85.5625,0,0,1,1,2,4,1,3,1,1,0.2,1,1,0.2,0,0,0.0,0,0,0.0,0,11,37,7.4,4
b742d81e4,7,0,0,1,1,0,1,0,1,0,1,0,1,2,11.0,16.5,1.0,121,121,4,1.0,272.25,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,8,11,41,10.25,4
2811494b7,5,0,1,0,0,1,0,0,1,0,1,0,1,1,6.0,9.0,2.0,36,36,1,4.0,81.0,2,1,2,2,2,6,2,2,0,1,0.16666666666666666,1,1,0.16666666666666666,0,0,0.0,0,0,0.0,0,12,45,7.5,4
2dc6b3795,9,0,0,1,1,0,1,0,0,0,1,0,1,0,6.0,6.0,0.66666669,36,36,0,0.44444448,36.0,0,0,1,2,2,5,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,12,6.0,4
a001b7b59,9,0,0,1,1,0,1,0,1,0,1,0,1,2,8.0,10.0,1.2,64,64,4,1.4400001,100.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.16666666666666666,6,13,53,8.833333333333334,4
47f019fea,5,0,1,0,0,0,1,0,1,0,1,0,1,2,8.0,6.5,2.0,64,64,4,4.0,42.25,2,5,2,2,2,6,1,2,0,1,0.16666666666666666,1,2,0.3333333333333333,0,0,0.0,0,0,0.0,0,8,26,4.333333333333333,4
310fc72b4,6,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,14.0,0.75,196,0,0,0.5625,196.0,0,0,2,2,2,6,1,3,1,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,14,14,14,14.0,4
14c011e29,6,0,0,1,1,0,1,0,1,0,1,0,1,0,15.0,15.0,1.5,225,225,0,2.25,225.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,3,1.0,15,15,45,15.0,4
9a6e8e315,7,0,0,1,1,0,1,0,1,0,0,0,1,0,12.0,14.5,0.66666669,144,144,0,0.44444448,210.25,0,0,2,1,2,5,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,12,17,29,14.5,4
cdbec9ddb,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0.66666669,1.5,0,0,0,2.25,0.44444448,0,0,1,1,2,4,1,3,0,0,0.0,1,2,0.6666666666666666,1,1,0.3333333333333333,0,0,0.0,0,2,2,0.6666666666666666,4
811a35744,5,0,0,1,1,0,1,0,0,0,0,0,0,2,5.0,5.5,1.3333334,25,25,4,1.7777778999999998,30.25,0,0,1,1,1,3,1,3,0,0,0.0,0,0,0.0,1,1,0.25,0,0,0.0,5,9,27,6.75,4
3e139356b,4,0,0,1,1,0,0,0,0,0,1,0,1,0,0.0,6.0,1.0,81,0,0,1.0,36.0,0,0,1,2,2,5,2,3,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,3,9,12,6.0,4
2161940cd,7,0,0,1,1,0,1,0,1,0,1,0,1,0,6.0,6.0,0.33333334,36,36,0,0.11111112,36.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,3
975293813,8,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,13.333332999999998,1.0,225,0,0,1.0,177.77777,0,0,2,2,2,6,1,5,1,0,0.0,0,0,0.0,0,0,0.0,1,3,1.0,12,15,40,13.333333333333334,4
bcf0b2ed9,5,0,0,1,1,0,1,0,1,0,1,0,1,0,11.0,11.0,0.33333334,121,121,0,0.11111112,121.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,11,11,11,11.0,4
86aa40f9a,3,0,0,0,1,0,1,0,1,0,1,0,1,0,6.0,8.25,2.0,36,36,0,4.0,68.0625,2,0,2,2,2,6,1,3,1,0,0.0,0,0,0.0,0,0,0.0,1,1,0.25,6,15,33,8.25,4
51f1c694c,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,15.5,1.0,256,0,0,1.0,240.25,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,2,1.0,15,16,31,15.5,4
dbf6c8d47,5,0,0,1,1,0,1,0,1,0,1,0,1,0,15.0,15.0,0.5,225,225,0,0.25,225.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,15,15,15,15.0,4
5b14b557a,6,0,0,1,1,0,1,0,0,0,1,0,1,0,14.0,11.333333,0.75,196,196,0,0.5625,128.44444,0,0,1,2,2,5,1,5,1,0,0.0,0,0,0.0,0,0,0.0,1,2,0.6666666666666666,6,14,34,11.333333333333334,4
c241a6ec4,3,0,1,0,0,0,0,1,0,1,0,1,0,1,6.0,5.5,3.0,36,36,1,9.0,30.25,4,5,0,0,0,0,2,2,0,1,0.3333333333333333,1,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,6,11,3.6666666666666665,2
9fa5144ae,5,0,0,1,1,0,1,0,1,0,0,0,1,0,0.0,3.0,0.5,9,0,0,0.25,9.0,0,0,2,1,2,5,1,3,0,0,0.0,0,0,0.0,1,2,1.0,0,0,0.0,3,3,6,3.0,4
2e2acffa3,4,0,0,1,1,0,1,0,1,0,1,0,1,0,14.0,14.0,0.5,196,196,0,0.25,196.0,0,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,14,14,14,14.0,4
2cb443214,4,0,0,0,0,1,0,1,0,1,0,0,1,0,0.0,0.0,1.0,0,0,0,1.0,0.0,2,1,0,0,2,2,1,1,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0,0.0,3
87e53bcc3,5,0,0,0,1,0,1,0,1,0,0,0,0,1,6.0,6.0,1.0,36,36,1,1.0,36.0,2,0,2,1,1,4,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,9,21,7.0,4
1d8693137,5,0,0,0,1,0,1,0,1,0,1,0,1,0,3.0,8.25,1.3333334,9,9,0,1.7777778999999998,68.0625,2,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,1,1,0.25,1,1,0.25,3,15,33,8.25,4
250fe3c92,4,0,0,0,1,0,1,0,1,0,1,0,1,0,4.0,3.5,1.0,16,16,0,1.0,12.25,2,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,1,2,1.0,0,0,0.0,3,4,7,3.5,2
624283607,3,0,0,0,0,0,1,0,0,0,0,0,0,0,12.0,9.0,2.0,144,144,0,4.0,81.0,4,5,1,1,1,3,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,12,18,9.0,4
40da67fbd,5,0,0,1,1,0,1,0,0,1,0,0,0,0,2.0,2.0,3.0,4,4,0,9.0,4.0,0,0,1,0,1,2,1,2,0,0,0.0,1,1,0.3333333333333333,1,2,0.6666666666666666,0,0,0.0,0,4,6,2.0,1
0d314d239,6,0,0,1,1,0,1,0,1,0,1,0,1,0,6.0,6.0,0.66666669,36,36,0,0.44444448,36.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,12,6.0,3
5c9720da6,4,0,0,1,1,0,1,0,1,0,0,0,1,0,0.0,6.0,0.5,36,0,0,0.25,36.0,0,0,2,1,2,5,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,4
dbb7a41d6,6,0,0,0,1,0,1,0,0,0,1,0,1,1,6.0,10.333333,1.3333334,36,36,1,1.7777778999999998,106.77777,1,0,1,2,2,5,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,17,38,9.5,4
87c829bed,4,0,0,0,1,0,1,0,1,0,1,0,1,0,6.0,8.5,1.0,36,36,0,1.0,72.25,2,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,11,17,8.5,4
3cf35784f,6,0,0,1,1,0,1,0,1,0,1,0,1,1,6.0,6.3333335,1.3333334,36,36,1,1.7777778999999998,40.111115000000005,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,1,1,0.25,0,0,0.0,3,10,27,6.75,4
d5b84a250,4,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0,17.0,0.5,289,0,0,0.25,289.0,2,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,17,17,17,17.0,4
62a87717a,4,0,0,1,1,0,1,0,1,0,1,0,1,2,11.0,12.5,1.3333334,121,121,4,1.7777778999999998,156.25,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,1,1,0.25,0,0,0.0,5,11,32,8.0,4
d4727599d,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,13.0,0.66666669,121,0,0,0.44444448,169.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,11,15,26,13.0,3
01d2e2b0b,4,0,1,0,1,0,0,0,0,0,0,0,0,2,0.0,6.0,1.5,36,0,4,2.25,36.0,2,0,1,1,1,3,2,1,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,8,14,4.666666666666667,1
9e94445e0,4,0,0,1,1,0,1,0,0,1,0,0,1,0,0.0,2.0,1.5,36,0,0,2.25,4.0,0,0,1,0,2,3,1,1,0,0,0.0,1,2,0.6666666666666666,0,0,0.0,0,0,0.0,0,6,6,2.0,2
9d70c1551,4,1,3,1,0,1,1,0,0,0,1,1,0,3,3.0,5.8333335,3.0,9,9,9,9.0,34.027778999999995,0,1,1,2,0,3,1,2,0,3,0.3333333333333333,1,2,0.2222222222222222,1,2,0.2222222222222222,0,0,0.0,0,8,36,4.0,1
97b3fea99,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0.0,3.0,0.66666669,0,0,0,0.44444448,9.0,0,0,2,2,2,6,2,2,0,0,0.0,1,1,0.5,0,0,0.0,0,0,0.0,0,6,6,3.0,4
82c81846c,5,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0,3.3333333,1.0,1,0,0,1.0,11.111111,1,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,1,2,0.6666666666666666,0,0,0.0,1,6,10,3.3333333333333335,4
fade739e1,4,0,0,1,1,0,1,0,1,0,1,0,1,1,13.0,12.0,1.0,169,169,1,1.0,144.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,6,13,30,10.0,4
335e8acfb,3,0,0,1,1,0,1,0,1,0,1,0,1,1,8.0,7.0,1.5,64,64,1,2.25,49.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,8,20,6.666666666666667,4
863eb209e,5,0,1,1,1,0,1,0,1,0,1,0,1,1,8.0,9.333333,1.3333334,64,64,1,1.7777778999999998,87.11110699999999,0,0,2,2,2,6,1,3,1,0,0.0,0,0,0.0,1,1,0.25,1,1,0.25,4,14,32,8.0,4
cf8b05cd4,5,0,2,0,1,0,1,0,1,0,1,0,1,2,6.0,6.0,3.0,36,36,4,9.0,36.0,2,0,2,2,2,6,1,3,1,2,0.3333333333333333,1,2,0.3333333333333333,0,0,0.0,0,0,0.0,0,6,24,4.0,4
bbe7453e9,4,0,0,0,1,0,1,0,1,0,1,0,1,1,13.0,10.333333,1.3333334,169,169,1,1.7777778999999998,106.77777,2,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,1,1,0.25,1,2,0.5,5,13,36,9.0,4
fcceed2b8,5,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0,8.666667,1.0,1,0,0,1.0,75.111115,4,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,0,0,0.0,1,17,26,8.666666666666666,4
dd93b5a30,6,0,0,1,1,0,1,0,1,0,1,0,1,0,6.0,6.0,0.33333334,36,36,0,0.11111112,36.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,4
0108c62b8,4,2,2,0,0,0,0,0,0,0,1,1,0,2,9.0,7.0,3.0,81,81,4,9.0,49.0,5,4,1,2,0,3,3,2,0,2,0.3333333333333333,1,1,0.16666666666666666,1,2,0.3333333333333333,0,0,0.0,0,11,29,4.833333333333333,4
dbb1dc4f4,6,1,1,0,1,0,1,0,1,0,1,0,1,1,2.0,4.75,1.25,4,4,1,1.5625,22.5625,1,0,2,2,2,6,0,3,0,1,0.2,1,2,0.4,1,1,0.2,0,0,0.0,0,11,19,3.8,2
e26adc10d,6,0,0,0,1,0,1,0,1,0,0,0,1,0,1.0,4.3333335,0.75,1,1,0,0.5625,18.777779,2,0,2,1,2,5,0,2,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,0,0,0.0,1,6,13,4.333333333333333,3
af5a4dc40,9,1,1,1,1,0,1,0,0,0,0,0,1,2,9.0,15.0,1.75,81,81,4,3.0625,225.0,0,0,1,1,2,4,0,3,0,1,0.14285714285714285,1,1,0.14285714285714285,0,0,0.0,1,2,0.2857142857142857,0,17,75,10.714285714285714,4
0cccf2bcc,7,0,1,0,0,0,0,0,0,1,0,0,1,2,11.0,8.5,1.5,121,121,4,2.25,72.25,4,5,1,0,2,3,1,4,1,1,0.16666666666666666,1,1,0.16666666666666666,1,1,0.16666666666666666,0,0,0.0,0,11,34,5.666666666666667,2
3ffdddef8,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,3.5,1.0,1,0,0,1.0,12.25,4,0,1,1,2,4,1,2,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,1,6,7,3.5,4
7120e8514,4,0,1,0,1,0,0,0,0,0,1,0,0,1,7.0,9.0,1.5,49,49,1,2.25,81.0,4,0,1,2,1,4,1,2,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,11,18,6.0,2
178a5ff37,4,0,0,1,1,0,0,1,0,0,0,0,0,0,5.0,5.5,1.0,25,25,0,1.0,30.25,0,0,0,1,1,2,1,2,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,5,6,11,5.5,3
fe3c1f2dd,5,0,0,1,1,0,1,0,0,0,0,0,0,1,6.0,5.0,2.0,36,36,1,4.0,25.0,0,0,1,1,1,3,0,1,0,0,0.0,1,1,0.16666666666666666,1,1,0.16666666666666666,0,0,0.0,0,11,31,5.166666666666667,3
2414080a4,4,0,0,1,1,0,1,0,1,0,1,0,1,0,7.0,7.0,0.5,49,49,0,0.25,49.0,0,0,2,2,2,6,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,7,7,7,7.0,4
e80dbc3a5,4,0,0,1,1,0,1,0,0,0,0,0,0,1,6.0,6.0,1.0,36,36,1,1.0,36.0,0,0,1,1,1,3,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,7,13,6.5,2
175376aca,4,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0,3.0,1.0,36,0,0,1.0,9.0,2,0,2,2,2,6,1,2,0,0,0.0,1,1,0.5,0,0,0.0,0,0,0.0,0,6,6,3.0,4
6d8dc603d,5,0,0,1,1,0,1,0,1,0,1,0,1,0,17.0,16.0,1.0,289,289,0,1.0,256.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,15,17,32,16.0,4
a7eb05aa1,4,0,0,1,0,0,1,0,1,0,1,0,1,0,11.0,11.25,1.3333334,121,121,0,1.7777778999999998,126.5625,0,5,2,2,2,6,1,3,1,0,0.0,0,0,0.0,0,0,0.0,1,1,0.25,9,14,45,11.25,4
86b2cab27,6,1,1,0,1,0,0,0,1,0,1,0,1,2,6.0,9.5,1.5,36,36,4,2.25,90.25,2,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,1,1,0.16666666666666666,0,0,0.0,5,11,43,7.166666666666667,4
95d0c866d,4,0,0,0,0,1,0,0,1,0,1,0,1,0,0.0,6.0,0.5,36,0,0,0.25,36.0,2,1,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,3
0df94c19f,4,0,2,1,1,0,1,0,1,0,1,0,1,2,9.0,12.0,2.0,81,81,4,4.0,144.0,0,0,2,2,2,6,0,3,0,1,0.25,1,1,0.25,1,1,0.25,1,1,0.25,0,15,29,7.25,4
088555bbe,4,0,0,0,1,0,0,0,0,0,0,0,1,0,6.0,6.0,0.5,36,36,0,0.25,36.0,4,0,1,1,2,4,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,4
8697d37e8,4,0,0,0,1,0,1,0,1,0,1,0,1,2,6.0,12.0,2.0,36,36,4,4.0,144.0,2,0,2,2,2,6,0,4,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,12,30,7.5,4
589b36aa5,4,0,0,1,1,0,1,0,1,0,0,0,1,1,6.0,6.0,1.5,36,36,1,2.25,36.0,0,0,2,1,2,5,0,4,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,9,21,7.0,4
0b39e3178,5,0,1,1,0,1,1,0,1,1,0,1,0,1,0.0,8.5,1.6666666,36,0,1,2.7777777,72.25,0,1,2,0,0,2,0,2,0,1,0.2,1,1,0.2,1,1,0.2,1,1,0.2,0,13,34,6.8,4
1131c545e,8,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0,14.333332999999998,0.80000001,225,0,0,0.64000005,205.44444,2,0,2,2,2,6,0,4,0,0,0.0,0,0,0.0,0,0,0.0,1,3,1.0,13,15,43,14.333333333333334,4
eaf45890d,6,1,2,1,1,0,1,0,1,0,1,0,1,2,0.0,11.5,1.3333334,225,0,4,1.7777778999999998,132.25,0,0,2,2,2,6,0,3,1,2,0.5,1,2,0.5,0,0,0.0,1,1,0.25,0,15,23,5.75,4
577a09894,5,0,0,0,1,0,1,0,1,0,1,0,1,0,5.0,7.666666499999999,1.0,25,25,0,1.0,58.777775,2,0,2,2,2,6,0,2,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,1,1,0.3333333333333333,5,12,23,7.666666666666667,4
0519a23f5,4,0,0,0,0,1,0,1,0,1,0,1,0,1,1.0,3.5,1.5,1,1,1,2.25,12.25,4,1,0,0,0,0,1,2,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,0,0,0.0,1,11,18,6.0,4
8310980d4,5,0,2,0,1,0,1,0,1,0,1,0,1,3,9.0,7.5,1.6666666,81,81,9,2.7777777,56.25,2,0,2,2,2,6,0,2,0,1,0.2,1,1,0.2,1,1,0.2,0,0,0.0,0,9,26,5.2,4
81eda625b,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,1.5,1.0,0,0,1,1.0,2.25,2,5,1,2,1,4,0,3,0,0,0.0,1,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,9,12,4.0,4
9940149ab,9,1,1,1,1,0,1,0,1,0,1,0,1,2,6.0,12.333333,1.25,36,36,4,1.5625,152.1111,0,0,2,2,2,6,0,3,1,0,0.0,0,0,0.0,1,1,0.2,1,1,0.2,3,13,40,8.0,4
0f0ef1d76,4,0,0,1,1,0,0,0,0,0,0,0,0,0,6.0,6.0,1.5,36,36,0,2.25,36.0,0,0,1,1,1,3,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,18,6.0,3
4b6b37665,5,0,0,1,1,0,1,0,0,0,0,0,0,3,6.0,6.0,2.5,36,36,9,6.25,36.0,0,0,1,1,1,3,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,10,35,7.0,4
bcab69521,4,1,1,1,1,0,0,0,1,0,1,0,1,2,0.0,22.0,1.5,100,0,4,2.25,484.0,0,0,2,2,2,6,1,3,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,1,1,0.3333333333333333,0,12,22,7.333333333333333,2
ec9506d71,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,16.0,0.5,256,0,0,0.25,256.0,0,0,2,2,2,6,0,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,16,16,16,16.0,4
a1932650c,4,0,0,1,1,0,0,1,0,1,0,1,0,0,6.0,6.0,2.0,36,36,0,4.0,36.0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,12,6.0,3
bd7ae2af5,4,0,1,1,1,0,1,0,1,0,1,0,1,1,15.0,14.5,1.5,225,225,1,2.25,210.25,0,0,2,2,2,6,0,2,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,1,2,0.6666666666666666,0,15,29,9.666666666666666,4
c677b5b28,5,0,0,1,1,0,0,0,1,0,1,0,1,1,6.0,7.5,1.5,36,36,1,2.25,56.25,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,9,22,7.333333333333333,3
f8c889aee,5,0,0,0,1,0,1,0,1,0,1,0,1,1,13.0,17.0,1.0,169,169,1,1.0,289.0,2,0,2,2,2,6,0,3,0,0,0.0,0,0,0.0,0,0,0.0,1,2,0.6666666666666666,9,13,34,11.333333333333334,4
837c9be88,6,0,0,0,1,0,0,0,1,0,1,0,1,0,6.0,7.8000002,1.25,36,36,0,1.5625,60.840004,2,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,11,39,7.8,4
1f5ef45bf,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,4.0,1.0,16,0,0,1.0,16.0,4,1,1,1,1,3,1,2,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,4,4,4,4.0,3
40b34a785,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,4.0,1.3333334,4,4,4,1.7777778999999998,16.0,4,5,1,1,1,3,1,2,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0.0,2,6,19,4.75,2
35365d87f,5,0,0,1,1,0,1,0,1,0,1,0,1,0,6.0,6.0,1.0,36,36,0,1.0,36.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,12,6.0,4
9d6a9b2f4,5,0,0,1,0,1,0,0,0,0,0,0,0,0,6.0,7.0,1.0,36,36,0,1.0,49.0,0,1,1,1,1,3,2,2,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,0,0,0.0,3,12,21,7.0,4
bfc204f73,5,1,1,1,1,0,1,0,1,0,0,0,1,2,0.0,13.0,1.3333334,144,0,4,1.7777778999999998,169.0,0,0,2,1,2,5,1,4,0,1,0.25,1,1,0.25,0,0,0.0,1,1,0.25,0,14,32,8.0,4
08b931d98,1,0,0,0,0,1,0,0,1,0,1,0,1,0,6.0,6.0,2.0,36,36,0,4.0,36.0,2,1,2,2,2,6,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,12,6.0,4
5e1948a34,6,1,1,1,1,0,1,0,1,0,1,0,1,1,15.0,14.0,0.75,225,225,1,0.5625,196.0,0,0,2,2,2,6,1,5,1,0,0.0,0,0,0.0,1,1,0.3333333333333333,1,2,0.6666666666666666,4,15,32,10.666666666666666,4
2817fa659,3,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,6.3333335,1.5,36,36,0,2.25,40.111115000000005,2,1,1,1,1,3,2,2,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,0,0,0.0,3,10,19,6.333333333333333,4
8fd4d5fd2,5,0,0,0,1,0,1,0,0,0,1,0,1,1,0.0,8.0,1.0,9,0,1,1.0,64.0,1,0,1,2,2,5,0,2,0,0,0.0,0,0,0.0,1,2,0.6666666666666666,0,0,0.0,2,11,16,5.333333333333333,2
97793b568,5,0,0,1,1,0,1,0,1,0,0,0,1,1,9.0,10.0,1.3333334,81,81,1,1.7777778999999998,100.0,0,0,2,1,2,5,0,4,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.25,6,15,39,9.75,4
013e9ee6a,6,0,0,0,1,0,1,0,0,0,0,0,0,0,6.0,5.0,0.5,36,36,0,0.25,25.0,1,0,1,1,1,3,0,1,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,4,6,10,5.0,4
2d0cf211d,4,1,1,0,1,0,1,0,1,0,1,0,1,1,6.0,5.0,1.5,36,36,1,2.25,25.0,2,0,2,2,2,6,0,2,0,1,0.3333333333333333,1,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,6,10,3.3333333333333335,2
1c3989a9e,5,1,1,1,1,0,1,0,1,0,0,0,1,1,6.0,6.0,1.0,36,36,1,1.0,36.0,0,0,2,1,2,5,0,3,0,1,0.3333333333333333,0,0,0.0,1,1,0.3333333333333333,0,0,0.0,3,6,15,5.0,3
d5db89d47,4,0,0,0,1,0,0,0,1,0,1,0,1,0,0.0,2.5,1.0,4,0,0,1.0,6.25,2,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,1,2,1.0,0,0,0.0,2,3,5,2.5,3
73152a5c7,6,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0,6.0,1.0,36,0,0,1.0,36.0,2,0,2,2,2,6,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,18,6.0,4
211f10c93,4,0,0,1,1,0,1,0,0,0,1,0,1,0,0.0,4.0,0.5,16,0,0,0.25,16.0,0,0,1,2,2,5,0,1,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,4,4,4,4.0,3
694a0cbf4,4,0,1,0,0,1,0,0,1,0,1,0,0,3,6.0,11.5,2.5,36,36,9,6.25,132.25,2,1,2,2,1,5,1,2,0,1,0.2,1,1,0.2,0,0,0.0,0,0,0.0,0,11,31,6.2,2
06219c98f,5,0,0,0,1,0,1,0,1,0,1,0,1,3,5.0,5.5,1.6666666,25,25,9,2.7777777,30.25,2,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,1,2,0.4,0,0,0.0,5,9,34,6.8,3
babfc167c,6,0,0,1,1,0,1,0,1,0,1,0,1,2,3.0,3.0,1.3333334,9,9,4,1.7777778999999998,9.0,0,0,2,2,2,6,0,3,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0.0,3,7,20,5.0,4
